45	By means of in vitro cell and in vivo mice experiments, dihydrolipoic acid-poly(ethylene glycol)-succinic anhydride-cyclic arginine-glycine-aspartate stabilized ZnAgInSe/ZnS quantum dots were confirmed to have a high affinity for αvβ₃ integrin receptor-positive U87MG tumor.
46	This study demonstrates the versatility of highly fluorescent, broadly emissive ZnAgInSe/ZnS quantum dots for multi-scale biomedical optical imaging.
47	OBJECTIVE-To formulate novel glass ionomer cements (GICs) containing zirconia (nanoparticles (NPs) and micro-particles (MPs)) and investigate the genotoxic effect of their eluates on DNA double-strand breaks of human gingival fibroblasts (HGFs) in vitro using a γ-H2AX fluorescent assay.
48	METHODS-GIC (control, C), 10%ZrO2NPsGIC (T1) and 10%ZrO2MPsGIC (T2) were prepared per the manufacturer's instructions (hand-mixed, P/L=3.4:1w/w%).
49	Dulbecco's modified Eagle's medium (DMEM) was used as the culture medium for HGFs and for eluate preparation.
50	Eluates were collected from all specimens (n=5/g, 5×2mm) after 24h and used for XTT to obtain the EC50 using Graph Pad Prism4.
51	A γ-H2AX immunofluorescence assay was performed to detect DSBs in HGFs.
52	The mean foci per cells and percentage of free foci cells were statistically compared (one-way ANOVA with Tamhane's post hoc and Chi-square respectively) (p<0.05).
53	RESULTS-(1) EC50 ranged from 31 to 36%.
54	5% and 20% eluate concentrations were selected for the genotoxicity test.
55	(2) Cells exposed to eluates from T1 had lower mean foci per cell than cells in T2 and C eluates (p<0.05).
56	Only cells in T1 at 5% had lower mean foci cell than medium (p<0.05).
57	(3) T1 and C at both concentration showed a higher, but not significant, percentage of free foci cells than negative control (medium).
58	At 20% eluate concentration T2 had a lower percentage of free foci cells than C (p<0.05).
59	SIGNIFICANCE-Nano-zirconia GIC and micro-zirconia GIC were formulated.
60	GIC and both zirconia modified GICs had no genotoxic effect on HGFs in vitro.
61	Further studies related to physical properties should be performed to determine the future clinical applications for these novel nanomaterials.
62	Rice is the foremost staple food in the world, safeguarding the global food and nutritional security.
63	Rise in atmospheric carbon dioxide (CO2) and water deficits are threatening global rice productivity and sustainability.
64	Under real field conditions these climatic factors often interact with each other resulting in impacts that are remarkably different compared to individual factor exposure.
65	Rice soils exposed to drought and elevated CO2 (eCO2) alters the biomass, diversity and activity of soil microorganisms affecting greenhouse gas (GHG) emission dynamics.
66	In this review we have discussed the impacts of eCO2 and water deficit on agronomic, biochemical and physiological responses of rice and GHGs emissions from rice soils.
67	Drought usually results in oxidative stress due to stomatal closure, dry weight reduction, formation of reactive oxygen species, decrease in relative water content and increase in electrolyte leakage at almost all growth and developmental phases of rice.
68	Elevated atmospheric CO2 concentration reduces the negative effects of drought by improving plant water relations, reducing stomatal opening, decreasing transpiration, increasing canopy photosynthesis, shortening crop growth period and increasing the antioxidant metabolite activities in rice.
69	Increased scientific understanding of the effects of drought and eCO2 on rice agronomy, physiology and GHG emission dynamics of rice soil is essential for devising adaptation options.
70	Integration of novel agronomic practices viz., crop establishment methods and alternate cropping systems with improved water and nutrient management are important steps to help rice farmers cope with drought and eCO2.
71	The review summarizes future research needs for ensuring sustained global food security under future warmer, drier and high CO2 conditions.
72	Exploratory factor analyses are commonly used to determine the underlying factors of multiple observed variables.
73	Many criteria have been suggested to determine how many factors should be retained.
74	In this study, we present an extensive Monte Carlo simulation to investigate the performance of extraction criteria under varying sample sizes, numbers of indicators per factor, loading magnitudes, underlying multivariate distributions of observed variables, as well as how the performance of the extraction criteria are influenced by the presence of cross-loadings and minor factors for unidimensional, orthogonal, and correlated factor models.
75	We compared several variants of traditional parallel analysis (PA), the Kaiser-Guttman Criterion, and sequential χ2 model tests (SMT) with 4 recently suggested methods: revised PA, comparison data (CD), the Hull method, and the Empirical Kaiser Criterion (EKC).
76	No single extraction criterion performed best for every factor model.
77	In unidimensional and orthogonal models, traditional PA, EKC, and Hull consistently displayed high hit rates even in small samples.
78	Models with correlated factors were more challenging, where CD and SMT outperformed other methods, especially for shorter scales.
79	Whereas the presence of cross-loadings generally increased accuracy, non-normality had virtually no effect on most criteria.
80	We suggest researchers use a combination of SMT and either Hull, the EKC, or traditional PA, because the number of factors was almost always correctly retrieved if those methods converged.
81	When the results of this combination rule are inconclusive, traditional PA, CD, and the EKC performed comparatively well.
82	However, disagreement also suggests that factors will be harder to detect, increasing sample size requirements to N ≥ 500.
83	(PsycINFO Database Record (c) 2019 APA, all rights reserved).
84	BACKGROUND-Effective dissemination of technology in global surgery is vital to realize universal health coverage by 2030.
85	Challenges include a lack of human resource, infrastructure and finance.
86	Understanding these challenges, and exploring opportunities and solutions to overcome them, are essential to improve global surgical care.
87	METHODS-This review focuses on technologies and medical devices aimed at improving surgical care and training in low- and middle-income countries.
88	The key considerations in the development of new technologies are described, along with strategies for evaluation and wider dissemination.
89	Notable examples of where the dissemination of a new surgical technology has achieved impact are included.
90	RESULTS-Employing the principles of frugal and responsible innovation, and aligning evaluation and development to high scientific standards help overcome some of the challenges in disseminating technology in global surgery.
91	Exemplars of effective dissemination include low-cost laparoscopes, gasless laparoscopic techniques and innovative training programmes for laparoscopic surgery; low-cost and versatile external fixation devices for fractures; the LifeBox pulse oximeter project; and the use of immersive technologies in simulation, training and surgical care delivery.
92	CONCLUSION-Core strategies to facilitate technology dissemination in global surgery include leveraging international funding, interdisciplinary collaboration involving all key stakeholders, and frugal scientific design, development and evaluation.
93	OBJECTIVE-To evaluate the serum vitamin D level in patients with chronic rhinosinusitis with nasal polyps and its correlation with the disease severity.
94	SETTING-Hospital of Zhejiang University.
95	STUDY DESIGN-Retrospective analysis of collected data.
96	SUBJECTS AND METHODS-Patients with chronic rhinosinusitis with or without nasal polyps who underwent endoscopic sinus surgery were recruited.
97	Demographic information including age, gender, body mass index, smoke history, atopic status and asthma was collected.
98	Disease severity was measured by the Lund-Mackay CT score and Sino-Nasal Outcome Test-22 score.
99	Serum 25-hydroxyvitamin D3 was measured by enzyme-linked immunosorbent assay preoperatively.
100	RESULTS-Serum 25-hydroxyvitamin D3 levels were significantly lower in patients with nasal polyps (CRSwNP, 38.2 ± 9.1 nmol/L; CRSsNP, 48.94 ± 12.1 nmol/L; control, 54.1 ± 17.1 nmol/L.
101	p < 0.001), and the levels were significantly associated with the preoperative Sino-Nasal Outcome Test-22 score (p = 0.013), but not with the Lund-Mackay score (p = 0.126).
102	Furthermore, serum 25-hydroxyvitamin D3 levels were associated with the subjective improvement six months postoperatively (p < 0.001), CONCLUSION: Serum 25-hydroxyvitamin D3 levels are lower in Chinese CRSwNP patients.
103	These 25-hydroxyvitamin D3 levels are associated with SNOT-22 score.
104	Preoperative 25-hydroxyvitamin D3 level may impact on the symptom improvement after surgery.
105	The pathophysiology and management of primary spontaneous pneumothorax (PSP) are subject of debate.
106	Despite advances in the understanding of its etiopathogenesis and improvements in its management, implementation in clinical practice is suboptimal.
107	In this manuscript, we review the recent literature with a focus on PSP pathophysiology and management.
108	Blebs and emphysema-like changes (ELC) are thought to contribute to the pathophysiology of PSP but cannot explain all cases.
109	Recent studies emphasize the role of a diffuse porosity of the visceral pleura.
110	Others found a relationship between smoking, occurrence of a PSP and bronchiolitis, which could be the initial pathological process leading to ELC development.
111	Recent or ongoing studies challenge the need to systematically remove air from the pleural cavity of stable patients, introducing conservative management as a valuable therapeutic option.
112	Evidence is growing in favor of needle aspiration instead of chest tube insertion, when air evacuation is needed.
113	In addition, ambulatory management is considered as a successful approach in meta-analyses and is under exploration in a large randomized study.
114	Because of a high recurrence rate of PSP, the benefit of performing a pleurodesis at first occurrence is under evaluation with interesting but not generalizable results.
115	Better identification of "at risk patients" is needed to improve the investigation strategy.
116	Finally recent publications confirm the efficacy, security and cost-effectiveness of graded talc poudrage pleurodesis to prevent PSP recurrence.
117	In conclusion, PSP pathophysiology and management are still under investigation.
118	Results of recently published and ongoing studies should be more widely implemented in clinical practice.
119	This article is protected by copyright.
120	All rights reserved.
121	Cell differentiation is driven by changes in gene expression that manifest as changes in cellular phenotype or function.
122	Altered cellular phenotypes, stemming from genetic mutations or other perturbations, are widely assumed to directly correspond to changes in the transcriptome and vice versa.
123	Here, we exploited the cytologically well-defined Prdm9 mutant mouse as a model of developmental arrest to test whether parallel programs of cellular differentiation and gene expression are tightly coordinated, or can be disassociated.
124	By comparing cytological phenotype markers and transcriptomes in wild-type and mutant spermatocytes, we identified multiple instances of cellular and molecular uncoupling in Prdm9-/- mutants.
125	Most notably, although Prdm9-/- germ cells undergo cytological arrest in a late-leptotene/zygotene stage, they nevertheless develop gene expression signatures characteristic of later developmental substages.
126	These findings suggest that transcriptomic changes may not reliably map to cellular phenotypes in developmentally perturbed systems.
127	High resolution imaging systems for EUV range are based on multilayer optics.
128	Current generation of EUV lithography uses broadband Sn LPP sources, which requires broadband mirrors to fully utilize the source power.
129	On the other hand, there always remains a possibility to use FEL or synchrotron as EUV source.
130	FEL can produce very bright narrowband EUV light of a tunable wavelength, and the spectral bandwidth of the mirror is no longer a restriction.
131	In this paper we look at the consequences of switching to different wavelengths if FEL source is used.
132	For instance, it is known that the reflectance of Mo/Si multilayers increases when approaching Si L-edge, and the spectral bandwidth drops.
133	But the behavior of an angular bandwidth (and its relation with the spectral bandwidth) is usually left out.
134	It is also sometimes assumed that these bandwidths are correlated.
135	For a large aperture EUV optical system with diffraction-limited resolution angular acceptance of a mirror is also a very important parameter.
136	We show that the angular bandwidth of several multilayer systems (Mo/Si, Mo/Be, Ru/Si, Ru/B, La/B) actually increases close to spacer absorption edges, opposite to what occurs with the spectral bandwidth.
137	We study this effect and show that it is caused by an interplay of changing optical constants of respective materials used in these multilayer combinations.
138	We also provide an experimental check of the angular bandwidth of Mo/Si multilayers at 13.5 and 12.6 nm, which confirms our calculations.
139	In the diagnosis and interventional treatment of coronary artery disease, the 3D[Formula: see text]time reconstruction of the coronary artery on the basis of x-ray angiographic image sequences can provide dynamic structural information.
140	The synchronization of cardiac phases in the sequences is essential for minimizing the influence of cardiorespiratory motion and realizing precise 3D[Formula: see text]time reconstruction.
141	Key points are initially extracted from the first image of a sequence.
142	Matching grid points between consecutive images in the sequence are extracted by a multi-layer matching strategy.
143	Then deep motion tracking (DMT) of key points is achieved by local deformation based on the neighboring grid points of key points.
144	The local deformation is optimized by the Random sample consensus (RANSAC) algorithm.
145	Then, a simple harmonic motion (SHM) model is utilized to distinguish cardiac motion from other motion sources (e.g.
146	respiratory, patient movement, etc).
147	Next, the signal which is composed of cardiac motions is filtered by a band-pass filter to reconstruct the cardiac phases.
148	Finally, the synchronization of cardiac phases from different imaging angles is realized by a piece-wise linear transformation.
149	The proposed method was evaluated using clinical x-ray angiographic image sequences from 13 patients.
150	[Formula: see text] matching points can be accurately computed by the DMT method.
151	The mean peak temporal distance (MPTD) between the reconstructed cardiac phases and the electrocardiograph signal is [Formula: see text] s. The correlation between the cardiac phases of the same patient is over [Formula: see text].
152	Compared with three other state-of-the-art methods, the proposed method accurately reconstructs and synchronizes the cardiac phases from different sequences of the same patient.
153	The proposed DMT method is robust and highly effective in synchronizing cardiac phases of angiographic image sequences captured from different imaging angles.
154	It is estimated that around five to 10.0% of hospital admissions occur due to clinical conditions resulting from pharmacotherapy.
155	Clinical pharmacist's activity can enhance drug therapy's effectiveness and safety through pharmacotherapy interventions (PIs), thus minimizing drug-related problems (DRPs) and optimizing the allocation of financial resources associated with health care.
156	This study aimed to estimate the DRPs prevalence, evaluate PI which were performed by clinical pharmacists in the Neurology Unit of a Brazilian tertiary teaching hospital and to identify factors associated with the occurrence of PI-related DRP.
157	A single-arm trial included adults admitted in the referred Unit from 2012 July to 2015 June.
158	Patients were evaluated during their hospitalization period and PIs were performed based on trigger DRPs that were detected in medication reconciliation (admission or discharge) or during inpatient follow-up.
159	Student's t-test, Chi-square test, Pearson and Multiple logistic regression models to analise the association among age, number of drugs, hospitalization period, and number of diagnoses with occurrence of DRPs.
160	Analyses level of significance was 5%.
161	In total 409 inpatients were followed up [51.1% male, mean age of 49.1 (SD 16.5)].
162	Patients received, on average, 11.9 (SD 5.8) drugs, ranging from two to 38 drugs per patient, and 54.3% of the sample presented at least one DRP whose most frequent description was "untreated condition".
163	From all 516 performed PIs that resulted from DRPs, 82.8% were accepted and the majority referred to "drug introduction" (27.5%).
164	Multiple logistic regression showed that age, length of hospital stay, number of drugs used, diagnosis of epilepsy, multiple sclerosis and myasthenia gravis would be clinical variables associated with DRP (p < 0,05).
165	Monitoring the use of drugs allowed the clinical pharmacist to detect DRPs and to suggest interventions that promote rational pharmacotherapy.
166	This article represents the results of testing the surface condition of shafts manufactured by the burnishing process.
167	The shafts with a hardness of approximately 62 HRC (Rockwell C).
168	were burnished with a ceramic ball (Si₃N₄), where the force range was controlled by the means of a hydraulic system.
169	The machining process consisted of hard turning shafts with cubic boron nitride (CBN) inserts, followed by burnishing with the use of various machining parameters, such as feed and force.
170	The research focused on the examination of burnished surfaces, which was conducted for various structures after hard turning, and with variable burnishing parameters.
171	The results obtained for the decrease of roughness are presented as the relation between the parameters Rat/Rab, which is approximately 2, while for Rpkt/Rpkb, it is around 3.7, respectively.
172	Sat/Sab is around 2, while Spkt/Spkb is around 3.5 (where an index denotes the t-surface after turning, and the index b-surface after burnishing).
173	The structure of the surface after burnishing and turning is described with roughness parameters, as well as with the photographs of the specimen surface, and the bearing area curve.
174	The availability of analytical methods for quantification of allergens is crucial for the correct assessment and labeling of products in order to protect allergic consumers.
175	For this purpose, a simple, sensitive and accurate technique was developed based on liquid chromatography-tandem mass spectrometry and multiple reaction monitoring mass spectrometry (LC-MRM-MS/MS).
176	The proposed method uses a simple purification with heat and a completely optimized tryptic digestion.
177	This method has been validated according to the requirements defined by ICH (Q2 [R1]), having a linear range from 0.10 to 1179.36 nM with r > 0.999.
178	The parvalbumin beta in flounder (Paralichthys olivaceus) has been quantified at a low level down to 0.10 µg/g with satisfactory precision (RSD < 18.35%) and accuracy (<13.3%).
179	The new approach was successfully applied for the determination of parvalbumin beta in the other food matrices.
180	This study determined the optimal extraction conditions for ultrasonic-cellulase synergistic extraction of polysaccharides from pineapple pomace (PPP) using Plackett-Burman design and response surface methodology.
181	The optimal hydrolysis temperature, ratio of material to water, pH value, hydrolysis time, ultrasonic power and the additive quantity of cellulase were 50 °C, 1:45 g/mL, 6.0, 100 min, 160 W and 2.0%, respectively, giving a extraction yield of 1.10 ± 0.03%.
182	PPP was further isolated and purified by DEAE-52 cellulose and Sephadex G-100 chromatography columns, revealing four main elution peaks, named PPF0, PPF1, PPP2 and PPF3, were obtained.
183	The molecular weight, monosaccharide compositions, structural features and appearance morphology of polysaccharide fractions (PPFs) were analyzed by high-performance liquid chromatography (HPLC), gel permeation chromatography (GPC), UV spectroscopy, fourier transform infrared spectroscopy (FT-IR), and scanning electron microscopy (SEM).
184	Furthermore, the hypoglycemic activities of PPFs with different concentrations were also investigated by insulin resistance HepG2 cells model in vitro.
185	Results showed that PPF0, PPF1, PPF2 and PPF3 were composed of mannose, rhamnose, glucuronic acid, galacturonic acid, glucose, galactose, xylose, arabinose and fucose with molecular weight of 6.71 × 104, 1.11 × 104, 2.22 × 104 and 5.1 × 103 Da, respectively.
186	All of them could alleviate the development of insulin resistance HepG2 cells with a dose-dependent relationship.
187	The glucose consumption increased 46.4%, 50.5%, 82.1% and 53.6%; 86.8%, 81.6%, 86.8% and 84.2% at the concentration of 20 μg/mL, respectively, without or with insulin.
188	These results suggested that PPFs can be explored as a potential hypoglycemic agent in biomedical and functional food.
189	Nutations of plant organs are significantly affected by the circatidal modulation in the gravitational force exerted by the Moon and Sun (lunisolar tidal acceleration, Etide).
190	In a previous study on nutational rotations of stem apices, we observed abrupt alterations in their direction and irregularities of the recorded trajectories.
191	Such transitions have not yet been analysed in detail.
192	Peppermint plants were continuously recorded with time-lapse photography and aligned with contemporaneous time courses of the Etide estimates.
193	Each nutational stem tip movement path was assigned to one of two groups, depending on its geometry, as: (i) regular elliptical movements and (ii) irregular movements (with a random type of trajectory).
194	Analyses of the correlation between the plant nutation trajectory parameters and Etide, as well as of the trajectory geometry of the individual plants were performed.
195	The trajectory geometry of young mint stem apices was related to the velocity of the apex rotation and significantly affected by the gravitational force estimated from the Etide.
196	A low velocity of nutational movement, associated with the random character of the trajectory, usually occurred simultaneously with local minima or maxima of Etide.
197	As the mint plant ages, the transitions in the stem tip trajectory were limited; no correspondence with Etide dynamics was observed.
198	The results indicate that the plant tip geometry path transitions with respect to the changing gradient of lunisolar tidal acceleration could be interpreted as manifestation of a continuous accommodation of the shoot apical part to the state of minimum energy dissipation.
199	Objectives-To investigate the risk of colonization with ESBL-producing Escherichia coli (ESBL-Ec) in humans in Vietnam associated with non-intensive chicken farming.
200	Methods-Faecal samples from 204 randomly selected farmers and their chickens, and from 306 age- and sex-matched community-based individuals who did not raise poultry were collected.
201	Antimicrobial usage in chickens and humans was assessed by medicine cabinet surveys.
202	WGS was employed to obtain a high-resolution genomic comparison between ESBL-Ec isolated from humans and chickens.
203	Results-The adjusted prevalence of ESBL-Ec colonization was 20.0% (95% CI 10.8%-29.1%) and 35.2% (95% CI 30.4%-40.1%) in chicken farms and humans in Vietnam, respectively.
204	Colonization with ESBL-Ec in humans was associated with antimicrobial usage (OR = 2.52, 95% CI = 1.08-5.87) but not with involvement in chicken farming.
205	blaCTX-M-55 was the most common ESBL-encoding gene in strains isolated from chickens (74.4%) compared with blaCTX-M-27 in human strains (47.0%).
206	In 3 of 204 (1.5%) of the farms, identical ESBL genes were detected in ESBL-Ec isolated from farmers and their chickens.
207	Genomic similarity indicating recent sharing of ESBL-Ec between chickens and farmers was found in only one of these farms.
208	Conclusions-The integration of epidemiological and genomic data in this study has demonstrated a limited contribution of non-intensive chicken farming to ESBL-Ec colonization in humans in Vietnam and further emphasizes the importance of reducing antimicrobial usage in both human and animal host reservoirs.
209	OBJECTIVES-Digoxin poisoning is a frequent reason for seeking emergency care.
210	This study aimed to assess mortality related to digoxin poisoning.
211	MATERIAL AND METHODS-Descriptive observational study of digoxin poisonings attended in the emergency departments of 4 hospitals in Catalonia from 2013 through 2015.
212	We gathered data relevant to the poisonings and recorded immediate and 30-day mortality.
213	Factors possibly related to mortality were explored.
214	RESULTS-A total of 171 digoxin poisonings were attended.
215	Seven (4.1%) were acute and 164 (95.9%) were chronic.
216	The immediate and 30-day mortality rates were 6.4% and 13.4%, respectively.
217	Bivariate analysis did not identify factors related to immediate mortality.
218	However, the variables more often associated with 30-day mortality in this analysis were acute poisoning (after which 13% died vs 2.7% of those with chronic poisoning, P=.05), suicide attempts (8.7% of whom died vs 0.7%, P=.048), more compromised renal function (21.7% vs 9.5%, P=.037), fewer neurologic symptoms (4.3% vs 17.8% with more symptoms, P=.005), higher mean digoxin concentrations (4.7 mg/dL in those who died vs 3.7 mg/dL, P=.027), and a lower Barthel index (mean [SD] 49.1 [33.4] in those who died vs 70.3 [28.5]; P=.006).
219	Logistic regression analysis identified serum digoxin concentration to be independently associated with immediate mortality.
220	A lower Barthel index was associated with 30-day mortality.
221	CONCLUSION-Immediate mortality is related to a high digoxin concentration in serum, and 30-day mortality to a low Barthel index.
222	INTRODUCTION-RNA isolation from tumor tissue is used for biomarker analyses and validation.
223	Limited diagnostic material from small volume biopsies combined with an increasing demand for standard histologic, molecular characterization, and next generation sequencing applications often leads to limited material for research.
224	We sought to evaluate small volume sampling of lung cancer tissue collected from a single needle pass during a diagnostic procedure and determine if it can provide RNA of acceptable quantity and quality.
225	METHODS-We enrolled 140 patients with probable primary bronchogenic carcinoma and collected RNA from a dedicated FNA aspiration.
226	Total RNA (ηg), RNA integrity number (RIN), and %Mass in base pairs were evaluated from each patient sample.
227	A customized nanoString nCounter® 95-gene panel was used to profile the expression patterns of feature NSCLC genes.
228	We compared gene expression patterns that distinguish lung adenocarcinoma (LUAD) and squamous cell carcinoma (LUSC) in our cohort with a corresponding Cancer Genome Atlas (TCGA) NSCLC datasets.
229	RESULTS-Of the 149 patients consented.
230	RNA-extraction was performed in 101 eligible patients.
231	A satisfactory total RNA mass and RIN was quantified for all samples with a similar distribution among cellular subtypes.
232	Mean %-Mass over 300 base pairs was noted for all specimens and 96% of samples met criteria to perform genetic evaluation with our commercialized gene expression assay.
233	The FNA-derived transcriptomic results showed excellent consistency with the TCGA counterparts, and the differential expression pattern of LUAD vs LUSC subtypes were highly similar.
234	DISCUSSION-In this study, RNA retrieval from a single-pass FNA regardless of procedural approach showed equivalence and suitability for gene expression assessments.
235	RNA extraction from small volume samples has the potential to provide valuable material for genetic profiling.
236	OBJECTIVE-This study aimed to introduce anterior controllable antedisplacement fusion (ACAF), a new surgical technique, to treat multilevel cervical spondylotic myelopathy with spinal stenosis, compared with anterior cervical corpectomy and fusion (ACCF).
237	METHODS-From January 2016 to June 2017, patients with multilevel cervical spondylotic myelopathy with spinal stenosis (MCSMSS) who underwent ACAF (36 cases) and ACCF (45 cases) were enrolled in this study.
238	Japanese Orthopedic Association (JOA) score was analyzed before the operation and at each time point during the follow-up after surgery to evaluate the neurologic function.
239	Both clinical and radiologic outcomes, and perioperative complications were analyzed.
240	RESULTS-At the final follow-up, the mean JOA scores of the two groups were significantly improved compared with preoperative, respectively (P<0.01, P<0.01).
241	However, the mean JOA scores between the two groups was not statistically significant (13.7±1.9 vs. 13.5±1.8; P=0.66).
242	The operative duration was longer and the blood loss was higher in ACAF group than in ACCF group.
243	The overall occurrence of complications in ACAF group was significantly lower than that in ACCF group (P<0.05).
244	CONCLUSIONS-ACAF has similar clinical and radiological outcomes and less complications compared with ACCF in the treatment of MCSMSS, and ACAF can be used as an alternative for cervical stenosis.
245	Background and purpose - There are no national guidelines for treatment of hip fractures in Estonia and no studies on management.
246	We assessed treatment methods and mortality rates for hip fracture patients in Estonia.
247	Patients and methods - We studied a population-based retrospective cohort using validated data from the Estonian Health Insurance Fund's database.
248	The cohort included patients aged 50 and over with an index hip fracture diagnosis between January 1, 2009 and September 30, 2017.
249	The study generated descriptive statistics of hip fracture management methods and calculated in-hospital, 1-, 3, 6-, and 12-month unadjusted all-cause mortality rates.
250	[CrossRef] Results - 91% (number of hips: 11,628/12,731) of the original data were included after data validation.
251	Median patient age was 81 years, 83 years for women and 74 years for men.
252	28% were men.
253	Treatment methods were: total hip arthroplasty 7%; hemiarthroplasty 25%; screws 6%; sliding hip screw 25%; intramedullary nail 27%; and nonoperative management 10%.
254	Unadjusted all-cause mortality rates for in-hospital, 1, 3, 6, and 12 months were: 3%, 9%, 18%, 24%, and 31% respectively.
255	The 12-month mortality rate for nonoperative management was 58%.
256	[CrossRef] Interpretation - High rates of nonoperative management and overall high 1-year mortality rates after an index hip fracture indicate the need to review exclusion criteria for surgery and subacute care in Estonia.
257	To compare the value of Thyroid Imaging Reporting and Data Systems proposed by Kwak (KWAK-TIRADS) and ACR (ACR TI-RADS) and 2015 American Thyroid Association (ATA) guidelines in the diagnosis of surgically resected thyroid nodules.
258	From January 2015 to December 2015, 2544 thyroid nodules in 1758 patients who underwent thyroidectomy at our center were included.
259	The KWAK-TIRADS category, ACR TI-RADS and ultrasound (US) pattern based on ATA guidelines were assigned to each thyroid nodule.
260	Nodules were divided into groups according to their maximal diameter further.
261	Of all the nodules, 863 (33.9%) were benign, whereas 1681 (66.1%) were malignant.
262	The malignancy percentage of ACR TI-RADS category 1, 2, 3, 4, and 5 were 0%, 1.3%, 9.1%, 52.5%, and 88.8%, respectively.
263	KWAK-TIRADS and ATA guidelines showed a better diagnostic efficiency than ACR TI-RADS (P < 0.01).
